1744662588.156057 server started (2863): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1744662588.156071 on Linux 5.15.167.4-microsoft-standard-WSL2 #1 SMP Tue Nov 5 00:21:55 UTC 2024
1744662588.156075 using libevent 2.1.12-stable poll
1744662588.156077 using ncurses 6.4 20240113
1744662588.209915 cmd_find_best_session: 0 sessions to try
1744662588.209916 cmd_find_current_client: no target, return (nil)
1744662588.209918 cmd_find_best_session: 0 sessions to try
1744662588.209919 cmd_find_best_session: 0 sessions to try
1744662588.209922 cmd_parse_build_commands 0:0: run-shell
1744662588.209927 cmd_parse_build_commands 0:1: /home/charly/.tmux/plugins/tpm/bindings/update_plugins
1744662588.209930 args_parse_flags: next /home/charly/.tmux/plugins/tpm/bindings/update_plugins
1744662588.209931 args_parse: flags end at 1 of 2
1744662588.209933 args_parse: 1 = /home/charly/.tmux/plugins/tpm/bindings/update_plugins (type STRING)
1744662588.209936 cmd_parse_build_commands: run-shell /home/charly/.tmux/plugins/tpm/bindings/update_plugins
1744662588.209940 key_bindings_add: 0x55 U = run-shell /home/charly/.tmux/plugins/tpm/bindings/update_plugins
1744662588.209942 cmd_find_best_session: 0 sessions to try
1744662588.209943 unref client 0x559a326eb6d0 (3 references)
1744662588.209945 cmdq_next <client-2886>: [server_client_command_done/0x559a326ac750] (1), flags 0
1744662588.209949 unref client 0x559a326eb6d0 (2 references)
1744662588.209950 cmdq_next <client-2886>: exit (empty)
1744662588.209951 cmdq_next <global>: waiting
1744662588.209953 cmdq_next </dev/pts/0>: waiting
1744662588.209954 cmdq_next <client-2886>: empty
1744662588.209956 sending message 203 to peer 0x559a326ee830 (4 bytes)
1744662588.209978 cmdq_next <global>: waiting
1744662588.209983 cmdq_next </dev/pts/0>: waiting
1744662588.209985 cmdq_next <client-2886>: empty
1744662588.210205 lost client 0x559a326eb6d0
1744662588.210214 remove peer 0x559a326ee830
1744662588.210221 unref client 0x559a326eb6d0 (1 references)
1744662588.210224 free client 0x559a326eb6d0 (0 references)
1744662588.210226 cmdq_next <global>: waiting
1744662588.210227 cmdq_next </dev/pts/0>: waiting
1744662588.211746 add peer 0x559a326ee830: 10 (0x559a326eb6d0)
1744662588.211753 new client 0x559a326eb6d0
1744662588.211755 cmdq_next <global>: waiting
1744662588.211757 cmdq_next </dev/pts/0>: waiting
1744662588.211776 peer 0x559a326ee830 message 100
1744662588.211779 client 0x559a326eb6d0 IDENTIFY_FLAGS 0x10000
1744662588.211781 peer 0x559a326ee830 message 111
1744662588.211782 client 0x559a326eb6d0 IDENTIFY_LONGFLAGS 0x10000
1744662588.211784 peer 0x559a326ee830 message 101
1744662588.211785 client 0x559a326eb6d0 IDENTIFY_TERM xterm-256color
1744662588.211787 peer 0x559a326ee830 message 109
1744662588.211788 client 0x559a326eb6d0 IDENTIFY_FEATURES 
1744662588.211790 peer 0x559a326ee830 message 102
1744662588.211791 client 0x559a326eb6d0 IDENTIFY_TTYNAME 
1744662588.211792 peer 0x559a326ee830 message 108
1744662588.211796 client 0x559a326eb6d0 IDENTIFY_CWD /home/charly/dotfiles
1744662588.211798 peer 0x559a326ee830 message 104
1744662588.211799 client 0x559a326eb6d0 IDENTIFY_STDIN 11
1744662588.211801 cmdq_next <global>: waiting
1744662588.211803 cmdq_next </dev/pts/0>: waiting
1744662588.211816 peer 0x559a326ee830 message 110
1744662588.211819 client 0x559a326eb6d0 IDENTIFY_STDOUT 12
1744662588.211820 peer 0x559a326ee830 message 107
1744662588.211822 client 0x559a326eb6d0 IDENTIFY_CLIENTPID 2888
1744662588.211823 peer 0x559a326ee830 message 105
1744662588.211825 client 0x559a326eb6d0 IDENTIFY_ENVIRON SHELL=/bin/zsh
1744662588.211827 peer 0x559a326ee830 message 105
1744662588.211829 client 0x559a326eb6d0 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1744662588.211830 peer 0x559a326ee830 message 105
1744662588.211832 client 0x559a326eb6d0 IDENTIFY_ENVIRON LESS=-R
1744662588.211833 peer 0x559a326ee830 message 105
1744662588.211835 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSL2_GUI_APPS_ENABLED=1
1744662588.211837 peer 0x559a326ee830 message 105
1744662588.211838 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSL_DISTRO_NAME=Ubuntu-24.04
1744662588.211840 peer 0x559a326ee830 message 105
1744662588.211842 client 0x559a326eb6d0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,2863,-1
1744662588.211843 peer 0x559a326ee830 message 105
1744662588.211845 client 0x559a326eb6d0 IDENTIFY_ENVIRON HISTSIZE=10000000
1744662588.211846 peer 0x559a326ee830 message 105
1744662588.211848 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_window_off_status_current_bg=colour254
1744662588.211850 peer 0x559a326ee830 message 105
1744662588.211851 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_dark=colour000
1744662588.211856 peer 0x559a326ee830 message 105
1744662588.211858 client 0x559a326eb6d0 IDENTIFY_ENVIRON NAME=CarlosOfficePC
1744662588.211859 peer 0x559a326ee830 message 105
1744662588.211861 client 0x559a326eb6d0 IDENTIFY_ENVIRON PWD=/home/charly/dotfiles
1744662588.211863 peer 0x559a326ee830 message 105
1744662588.211865 client 0x559a326eb6d0 IDENTIFY_ENVIRON LOGNAME=charly
1744662588.211866 peer 0x559a326ee830 message 105
1744662588.211868 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_window_off_indicator=colour088
1744662588.211870 peer 0x559a326ee830 message 105
1744662588.211872 client 0x559a326eb6d0 IDENTIFY_ENVIRON HOME=/home/charly
1744662588.211873 peer 0x559a326ee830 message 105
1744662588.211875 client 0x559a326eb6d0 IDENTIFY_ENVIRON LANG=C.UTF-8
1744662588.211876 peer 0x559a326ee830 message 105
1744662588.211878 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSL_INTEROP=/run/WSL/522_interop
1744662588.211880 peer 0x559a326ee830 message 105
1744662588.211892 client 0x559a326eb6d0 IDENTIFY_ENVIRON LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1744662588.211895 peer 0x559a326ee830 message 105
1744662588.211897 client 0x559a326eb6d0 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1744662588.211898 peer 0x559a326ee830 message 105
1744662588.211900 client 0x559a326eb6d0 IDENTIFY_ENVIRON SAVEHIST=10000000
1744662588.211901 peer 0x559a326ee830 message 105
1744662588.211903 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_session_text=
1744662588.211904 peer 0x559a326ee830 message 105
1744662588.211906 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_level_warn=
1744662588.211908 peer 0x559a326ee830 message 105
1744662588.211909 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_status_text=colour245
1744662588.211911 peer 0x559a326ee830 message 105
1744662588.211912 client 0x559a326eb6d0 IDENTIFY_ENVIRON TERM=xterm-256color
1744662588.211914 peer 0x559a326ee830 message 105
1744662588.211916 client 0x559a326eb6d0 IDENTIFY_ENVIRON ZSH=/home/charly/.oh-my-zsh
1744662588.211917 peer 0x559a326ee830 message 105
1744662588.211919 client 0x559a326eb6d0 IDENTIFY_ENVIRON USER=charly
1744662588.211920 peer 0x559a326ee830 message 105
1744662588.211922 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_level_ok=
1744662588.211923 peer 0x559a326ee830 message 105
1744662588.211925 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_light=colour255
1744662588.211928 peer 0x559a326ee830 message 105
1744662588.211930 client 0x559a326eb6d0 IDENTIFY_ENVIRON DISPLAY=:0
1744662588.211931 peer 0x559a326ee830 message 105
1744662588.211933 client 0x559a326eb6d0 IDENTIFY_ENVIRON SHLVL=1
1744662588.211934 peer 0x559a326ee830 message 105
1744662588.211936 client 0x559a326eb6d0 IDENTIFY_ENVIRON PAGER=less
1744662588.211937 peer 0x559a326ee830 message 105
1744662588.211939 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_main=
1744662588.211940 peer 0x559a326ee830 message 105
1744662588.211942 client 0x559a326eb6d0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000/
1744662588.211943 peer 0x559a326ee830 message 105
1744662588.211945 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSLENV=
1744662588.211946 peer 0x559a326ee830 message 105
1744662588.211948 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_level_stress=
1744662588.211949 peer 0x559a326ee830 message 105
1744662588.211951 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_secondary=
1744662588.211954 peer 0x559a326ee830 message 105
1744662588.211963 client 0x559a326eb6d0 IDENTIFY_ENVIRON PATH=/home/charly/.local/bin:/home/charly/.local/bin:/home/linuxbrew/.linuxbrew/bin:/home/linuxbrew/.linuxbrew/sbin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.8/bin:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.8/libnvvp:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.7/bin:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.7/libnvvp:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files (x86)/NVIDIA Corporation/PhysX/Common:/mnt/c/ProgramData/chocolatey/bin:/mnt/c/Program Files/Git/cmd:/mnt/c/Program Files/NVIDIA Corporation/Nsight Compute 2022.3.0/:/mnt/c/Program Files (x86)/Windows Kits/10/Windows Performance Toolkit/:/mnt/c/Program Files/dotnet/:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files/NVIDIA Corporation/NVIDIA app/NvDLISR:/mnt/c/Program Files/Docker/Docker/resources/bin:/mnt/c/Program Files/Neovim/bin:/mnt/c/Program Files/Go/bin:/mnt/c/Users/charl/AppData/Local/Microsoft/WindowsApps:/mnt/d/Programs/Hyper/resources/bin:/mnt/f/Programs/miktex/bin/x64/:/mnt/c/Users/charl/AppData/Local/GitHubDesktop/bin:/mnt/c/Users/charl/AppData/Local/Programs/Microsoft VS Code/bin:/mnt/c/Users/charl/AppData/Roaming/sh.loft.devpod/bin:/mnt/c/Users/charl/go/bin:/snap/bin:/home/linuxbrew/.linuxbrew/bin
1744662588.211966 peer 0x559a326ee830 message 105
1744662588.211968 client 0x559a326eb6d0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1744662588.211969 peer 0x559a326ee830 message 105
1744662588.211971 client 0x559a326eb6d0 IDENTIFY_ENVIRON HOSTTYPE=x86_64
1744662588.211972 peer 0x559a326ee830 message 105
1744662588.211974 client 0x559a326eb6d0 IDENTIFY_ENVIRON wg_user_host=#[fg=]#(whoami)#[default]@#H
1744662588.211975 peer 0x559a326ee830 message 105
1744662588.211977 client 0x559a326eb6d0 IDENTIFY_ENVIRON PULSE_SERVER=unix:/mnt/wslg/PulseServer
1744662588.211979 peer 0x559a326ee830 message 105
1744662588.211980 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_window_off_status_bg=colour238
1744662588.211982 peer 0x559a326ee830 message 105
1744662588.211983 client 0x559a326eb6d0 IDENTIFY_ENVIRON OLDPWD=/mnt/c/Users/charl
1744662588.211985 peer 0x559a326ee830 message 105
1744662588.211986 client 0x559a326eb6d0 IDENTIFY_ENVIRON _=/usr/bin/tmux
1744662588.211988 peer 0x559a326ee830 message 106
1744662588.211989 client 0x559a326eb6d0 name is client-2888
1744662588.211992 cmdq_next <global>: waiting
1744662588.211994 cmdq_next </dev/pts/0>: waiting
1744662588.211995 cmdq_next <client-2888>: empty
1744662588.212007 peer 0x559a326ee830 message 200
1744662588.212010 cmd_unpack_argv: argv[0]=show-option
1744662588.212011 cmd_unpack_argv: argv[1]=-gqv
1744662588.212015 cmd_unpack_argv: argv[2]=@tpm-clean
1744662588.212017 cmd_parse_build_commands 0:0: show-option
1744662588.212019 cmd_parse_build_commands 0:1: -gqv
1744662588.212020 cmd_parse_build_commands 0:2: @tpm-clean
1744662588.212024 args_parse_flags: next -gqv
1744662588.212025 args_parse_flags: -g
1744662588.212027 args_parse_flags: -q
1744662588.212028 args_parse_flags: -v
1744662588.212029 args_parse_flags: next @tpm-clean
1744662588.212031 args_parse: flags end at 2 of 3
1744662588.212032 args_parse: 2 = @tpm-clean (type STRING)
1744662588.212036 cmd_parse_build_commands: show-options -gqv @tpm-clean
1744662588.212038 cmdq_get_command: [show-options/0x559a326ee470] group 2820
1744662588.212040 cmdq_append <client-2888>: [show-options/0x559a326ee470]
1744662588.212042 cmdq_append <client-2888>: [server_client_command_done/0x559a326cba90]
1744662588.212044 cmdq_next <global>: waiting
1744662588.212045 cmdq_next </dev/pts/0>: waiting
1744662588.212047 cmdq_next <client-2888>: enter
1744662588.212048 cmdq_next <client-2888>: [show-options/0x559a326ee470] (0), flags 0
1744662588.212050 cmd_find_best_session: 0 sessions to try
1744662588.212052 cmd_find_current_client: no target, return (nil)
1744662588.212053 cmd_find_best_session: 0 sessions to try
1744662588.212055 cmd_find_target: target none, type pane, item 0x559a326ee470, flags QUIET,CANFAIL
1744662588.212057 cmd_find_best_session: 0 sessions to try
1744662588.212058 cmd_find_target: error
1744662588.212060 format_defaults: c=none
1744662588.212061 format_defaults: s=none
1744662588.212062 format_defaults: wl=none
1744662588.212063 format_defaults: wp=none
1744662588.212065 format_expand1: expanding format: @tpm-clean
1744662588.212066 format_expand1: result is: @tpm-clean
1744662588.212068 unref client 0x559a326eb6d0 (4 references)
1744662588.212071 cmd_find_best_session: 0 sessions to try
1744662588.212072 unref client 0x559a326eb6d0 (3 references)
1744662588.212074 cmdq_next <client-2888>: [server_client_command_done/0x559a326cba90] (1), flags 0
1744662588.212076 unref client 0x559a326eb6d0 (2 references)
1744662588.212077 cmdq_next <client-2888>: exit (empty)
1744662588.212079 cmdq_next <global>: waiting
1744662588.212080 cmdq_next </dev/pts/0>: waiting
1744662588.212081 cmdq_next <client-2888>: empty
1744662588.212083 sending message 203 to peer 0x559a326ee830 (4 bytes)
1744662588.212106 cmdq_next <global>: waiting
1744662588.212110 cmdq_next </dev/pts/0>: waiting
1744662588.212112 cmdq_next <client-2888>: empty
1744662588.212331 lost client 0x559a326eb6d0
1744662588.212340 remove peer 0x559a326ee830
1744662588.212347 unref client 0x559a326eb6d0 (1 references)
1744662588.212350 free client 0x559a326eb6d0 (0 references)
1744662588.212352 cmdq_next <global>: waiting
1744662588.212354 cmdq_next </dev/pts/0>: waiting
1744662588.213696 add peer 0x559a326ee830: 10 (0x559a326eb6d0)
1744662588.213704 new client 0x559a326eb6d0
1744662588.213706 cmdq_next <global>: waiting
1744662588.213708 cmdq_next </dev/pts/0>: waiting
1744662588.213729 peer 0x559a326ee830 message 100
1744662588.213732 client 0x559a326eb6d0 IDENTIFY_FLAGS 0x10000
1744662588.213733 peer 0x559a326ee830 message 111
1744662588.213735 client 0x559a326eb6d0 IDENTIFY_LONGFLAGS 0x10000
1744662588.213736 peer 0x559a326ee830 message 101
1744662588.213738 client 0x559a326eb6d0 IDENTIFY_TERM xterm-256color
1744662588.213740 peer 0x559a326ee830 message 109
1744662588.213741 client 0x559a326eb6d0 IDENTIFY_FEATURES 
1744662588.213742 peer 0x559a326ee830 message 102
1744662588.213744 client 0x559a326eb6d0 IDENTIFY_TTYNAME 
1744662588.213745 peer 0x559a326ee830 message 108
1744662588.213749 client 0x559a326eb6d0 IDENTIFY_CWD /home/charly/dotfiles
1744662588.213751 peer 0x559a326ee830 message 104
1744662588.213753 client 0x559a326eb6d0 IDENTIFY_STDIN 11
1744662588.213754 cmdq_next <global>: waiting
1744662588.213756 cmdq_next </dev/pts/0>: waiting
1744662588.213770 peer 0x559a326ee830 message 110
1744662588.213772 client 0x559a326eb6d0 IDENTIFY_STDOUT 12
1744662588.213773 peer 0x559a326ee830 message 107
1744662588.213779 client 0x559a326eb6d0 IDENTIFY_CLIENTPID 2889
1744662588.213780 peer 0x559a326ee830 message 105
1744662588.213783 client 0x559a326eb6d0 IDENTIFY_ENVIRON SHELL=/bin/zsh
1744662588.213784 peer 0x559a326ee830 message 105
1744662588.213786 client 0x559a326eb6d0 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1744662588.213787 peer 0x559a326ee830 message 105
1744662588.213789 client 0x559a326eb6d0 IDENTIFY_ENVIRON LESS=-R
1744662588.213791 peer 0x559a326ee830 message 105
1744662588.213793 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSL2_GUI_APPS_ENABLED=1
1744662588.213794 peer 0x559a326ee830 message 105
1744662588.213796 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSL_DISTRO_NAME=Ubuntu-24.04
1744662588.213797 peer 0x559a326ee830 message 105
1744662588.213799 client 0x559a326eb6d0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,2863,-1
1744662588.213801 peer 0x559a326ee830 message 105
1744662588.213802 client 0x559a326eb6d0 IDENTIFY_ENVIRON HISTSIZE=10000000
1744662588.213804 peer 0x559a326ee830 message 105
1744662588.213806 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_window_off_status_current_bg=colour254
1744662588.213807 peer 0x559a326ee830 message 105
1744662588.213809 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_dark=colour000
1744662588.213811 peer 0x559a326ee830 message 105
1744662588.213812 client 0x559a326eb6d0 IDENTIFY_ENVIRON NAME=CarlosOfficePC
1744662588.213814 peer 0x559a326ee830 message 105
1744662588.213815 client 0x559a326eb6d0 IDENTIFY_ENVIRON PWD=/home/charly/dotfiles
1744662588.213817 peer 0x559a326ee830 message 105
1744662588.213819 client 0x559a326eb6d0 IDENTIFY_ENVIRON LOGNAME=charly
1744662588.213821 peer 0x559a326ee830 message 105
1744662588.213822 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_window_off_indicator=colour088
1744662588.213824 peer 0x559a326ee830 message 105
1744662588.213826 client 0x559a326eb6d0 IDENTIFY_ENVIRON HOME=/home/charly
1744662588.213827 peer 0x559a326ee830 message 105
1744662588.213829 client 0x559a326eb6d0 IDENTIFY_ENVIRON LANG=C.UTF-8
1744662588.213830 peer 0x559a326ee830 message 105
1744662588.213832 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSL_INTEROP=/run/WSL/522_interop
1744662588.213834 peer 0x559a326ee830 message 105
1744662588.213854 client 0x559a326eb6d0 IDENTIFY_ENVIRON LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1744662588.213860 peer 0x559a326ee830 message 105
1744662588.213862 client 0x559a326eb6d0 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1744662588.213863 peer 0x559a326ee830 message 105
1744662588.213865 client 0x559a326eb6d0 IDENTIFY_ENVIRON SAVEHIST=10000000
1744662588.213866 peer 0x559a326ee830 message 105
1744662588.213868 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_session_text=
1744662588.213870 peer 0x559a326ee830 message 105
1744662588.213872 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_level_warn=
1744662588.213874 peer 0x559a326ee830 message 105
1744662588.213875 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_status_text=colour245
1744662588.213877 peer 0x559a326ee830 message 105
1744662588.213878 client 0x559a326eb6d0 IDENTIFY_ENVIRON TERM=xterm-256color
1744662588.213880 peer 0x559a326ee830 message 105
1744662588.213882 client 0x559a326eb6d0 IDENTIFY_ENVIRON ZSH=/home/charly/.oh-my-zsh
1744662588.213883 peer 0x559a326ee830 message 105
1744662588.213885 client 0x559a326eb6d0 IDENTIFY_ENVIRON USER=charly
1744662588.213886 peer 0x559a326ee830 message 105
1744662588.213888 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_level_ok=
1744662588.213889 peer 0x559a326ee830 message 105
1744662588.213891 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_light=colour255
1744662588.213892 peer 0x559a326ee830 message 105
1744662588.213894 client 0x559a326eb6d0 IDENTIFY_ENVIRON DISPLAY=:0
1744662588.213895 peer 0x559a326ee830 message 105
1744662588.213897 client 0x559a326eb6d0 IDENTIFY_ENVIRON SHLVL=2
1744662588.213898 peer 0x559a326ee830 message 105
1744662588.213900 client 0x559a326eb6d0 IDENTIFY_ENVIRON PAGER=less
1744662588.213901 peer 0x559a326ee830 message 105
1744662588.213903 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_main=
1744662588.213905 peer 0x559a326ee830 message 105
1744662588.213906 client 0x559a326eb6d0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000/
1744662588.213908 peer 0x559a326ee830 message 105
1744662588.213910 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSLENV=
1744662588.213911 peer 0x559a326ee830 message 105
1744662588.213913 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_level_stress=
1744662588.213915 peer 0x559a326ee830 message 105
1744662588.213917 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_secondary=
1744662588.213919 peer 0x559a326ee830 message 105
